URL,Status Code,Load Time,Title,Title Length,Meta Description,Meta Length,H1 Tags,Missing ALT Images,Broken Links,Broken Links List
https://glitterqueencreative.ca,200,0.079,Glitter Queen Creative: Handmade Jewelry & Custom Designs,57,"Explore Glitter Queen Creative's collection of handmade jewelry & accessories from Vancouver. Discover custom glasses chains, pendants, rhinestone pieces & more",160,1,2,2,"['https://www.etsy.com/shop/GlitterQueenCreative?ref=shop_sugg_market', 'http://webattraction.ca']"
https://glitterqueencreative.ca/about/,200,0.087,About Glitter Queen Creative | Handmade Jewelry & Accessories,61,Learn about the story behind Glitter Queen Creative and artisan Emily Daft. Discover her passion for crafting unique bohemian-inspired jewelry.,143,1,2,2,"['https://www.etsy.com/shop/GlitterQueenCreative?ref=shop_sugg_market', 'http://webattraction.ca']"
https://glitterqueencreative.ca/shop/,200,0.099,Shop Handmade Jewelry & Accessories | Glitter Queen Creative,60,"Shop our collection of bohemian-inspired handmade jewelry, including glasses chains, necklaces, earrings, headwear & sunglasses.",128,0,5,2,"['https://www.etsy.com/shop/GlitterQueenCreative?ref=shop_sugg_market', 'http://webattraction.ca']"
https://glitterqueencreative.ca/custom-jewelry-designs/,200,0.068,Custom Jewelry Design Services | Glitter Queen Creative,55,"Collaborate with Glitter Queen Creative on a custom jewelry design; glasses chains, feathered earrings & rhinestone accessories designed for you.",145,1,2,2,"['https://www.etsy.com/shop/GlitterQueenCreative?ref=shop_sugg_market', 'http://webattraction.ca']"
https://glitterqueencreative.ca/blog-queen/,200,0.076,Blog Queen Creative | Glitter Queen Creative,44,Find great tips for creative crafting on Blog Queen Creative brought to you by Glitter Queen Creative: Handmade Jewelry & Custom Designs,136,1,2,2,"['https://www.etsy.com/shop/GlitterQueenCreative?ref=shop_sugg_market', 'http://webattraction.ca']"
https://glitterqueencreative.ca/my-account/,200,0.117,My Account | Glitter Queen Creative,35,"Access ""My Account"" to track orders, manage custom design requests, earn loyalty rewards, and shop bohemian-inspired handmade jewelry and accessories.",150,0,2,2,"['https://www.etsy.com/shop/GlitterQueenCreative?ref=shop_sugg_market', 'http://webattraction.ca']"
https://glitterqueencreative.ca/contact/,200,0.073,Contact Us | Glitter Queen Creative,35,"Have questions or special requests? Contact Glitter Queen Creative to learn more about our handmade jewelry, custom designs, or shop policies. We're here to help.",162,1,2,2,"['https://www.etsy.com/shop/GlitterQueenCreative?ref=shop_sugg_market', 'http://webattraction.ca']"
https://glitterqueencreative.ca/cart/,200,2.937,Cart | Glitter Queen Creative,29,Cart. Review the handmade jewelry and accessories in you've selected,68,1,2,2,"['https://www.etsy.com/shop/GlitterQueenCreative?ref=shop_sugg_market', 'http://webattraction.ca']"
https://glitterqueencreative.ca/product/youth-flower-fantasy-sunglasses/,200,0.101,Youth Flower Fantasy Sunglasses | Glitter Queen Creative,56,"Youth Flower Fantasy Sunglasses - Add a touch of style with these youth flower fantasy sunglasses, perfect for festival and daily wear.",135,1,2,2,"['https://www.etsy.com/shop/GlitterQueenCreative?ref=shop_sugg_market', 'http://webattraction.ca']"
https://glitterqueencreative.ca/product/unakite-necklace/,200,0.062,Unakite Necklace | Glitter Queen Creative,41,"Unakite Necklace - Add a touch of style with these unakite necklace, perfect for festival and daily wear.",105,1,2,2,"['https://www.etsy.com/shop/GlitterQueenCreative?ref=shop_sugg_market', 'http://webattraction.ca']"
https://glitterqueencreative.ca/product/stone-pendant-necklace/,200,0.052,Stone Pendant necklace | Glitter Queen Creative,47,"Stone Pendant necklace - Add a touch of style with these stone pendant necklace, perfect for festival and daily wear.",117,1,2,2,"['https://www.etsy.com/shop/GlitterQueenCreative?ref=shop_sugg_market', 'http://webattraction.ca']"
https://glitterqueencreative.ca?add-to-cart=2058,200,0.087,Glitter Queen Creative: Handmade Jewelry & Custom Designs,57,"Explore Glitter Queen Creative's collection of handmade jewelry & accessories from Vancouver. Discover custom glasses chains, pendants, rhinestone pieces & more",160,1,2,2,"['https://www.etsy.com/shop/GlitterQueenCreative?ref=shop_sugg_market', 'http://webattraction.ca']"
https://glitterqueencreative.ca/product/ruby-zousite-necklace/,200,0.079,Ruby Zousite Necklace | Glitter Queen Creative,46,"Ruby Zousite Necklace - Add a touch of style with these ruby zousite necklace, perfect for festival and daily wear.",115,1,2,2,"['https://www.etsy.com/shop/GlitterQueenCreative?ref=shop_sugg_market', 'http://webattraction.ca']"
https://glitterqueencreative.ca/product/floral-headband/,200,0.067,Floral Headband | Glitter Queen Creative,40,"Floral Headband - Add a touch of style with these floral headband, perfect for festival and daily wear.",103,1,2,2,"['https://www.etsy.com/shop/GlitterQueenCreative?ref=shop_sugg_market', 'http://webattraction.ca']"
https://glitterqueencreative.ca?add-to-cart=2002,200,0.098,Glitter Queen Creative: Handmade Jewelry & Custom Designs,57,"Explore Glitter Queen Creative's collection of handmade jewelry & accessories from Vancouver. Discover custom glasses chains, pendants, rhinestone pieces & more",160,1,2,2,"['https://www.etsy.com/shop/GlitterQueenCreative?ref=shop_sugg_market', 'http://webattraction.ca']"
https://glitterqueencreative.ca/product/druzy-pendant-necklace/,200,0.072,Druzy Pendant Necklace | Glitter Queen Creative,47,"Druzy Pendant Necklace - Add a touch of style with these druzy pendant necklace, perfect for festival and daily wear.",117,1,2,2,"['https://www.etsy.com/shop/GlitterQueenCreative?ref=shop_sugg_market', 'http://webattraction.ca']"
https://glitterqueencreative.ca?add-to-cart=2001,200,0.077,Glitter Queen Creative: Handmade Jewelry & Custom Designs,57,"Explore Glitter Queen Creative's collection of handmade jewelry & accessories from Vancouver. Discover custom glasses chains, pendants, rhinestone pieces & more",160,1,2,2,"['https://www.etsy.com/shop/GlitterQueenCreative?ref=shop_sugg_market', 'http://webattraction.ca']"
https://glitterqueencreative.ca/product/druzy-glasses-chain/,200,0.067,Druzy Glasses Chain | Glitter Queen Creative,44,"Druzy Glasses Chain - Add a touch of style with these druzy glasses chain, perfect for festival and daily wear.",111,1,2,2,"['https://www.etsy.com/shop/GlitterQueenCreative?ref=shop_sugg_market', 'http://webattraction.ca']"
https://glitterqueencreative.ca/product/chocolate-agate-and-howlite-glasses-chain/,200,0.066,Chocolate Agate and Howlite Glasses Chain | Glitter Queen Creative,66,"Chocolate Agate and Howlite Glasses Chain - Add a touch of style with these chocolate agate and howlite glasses chain, perfect for festival and daily wear.",155,1,2,2,"['https://www.etsy.com/shop/GlitterQueenCreative?ref=shop_sugg_market', 'http://webattraction.ca']"
https://glitterqueencreative.ca/product/botswana-agate-pendant-necklace/,200,0.053,Botswana Agate Pendant Necklace | Glitter Queen Creative,56,"Botswana Agate Pendant Necklace - Add a touch of style with these botswana agate pendant necklace, perfect for festival and daily wear.",135,1,2,2,"['https://www.etsy.com/shop/GlitterQueenCreative?ref=shop_sugg_market', 'http://webattraction.ca']"
https://glitterqueencreative.ca/product/blue-topaz-chalcdony-crescent-moon-earrings/,200,0.108,Blue Topaz Chalcdony Crescent Moon Earrings | Glitter Queen Creative,68,"Blue Topaz Chalcdony Crescent Moon Earrings - Add a touch of style with these blue topaz chalcdony crescent moon earrings, perfect for festival and daily wear.",159,1,2,2,"['https://www.etsy.com/shop/GlitterQueenCreative?ref=shop_sugg_market', 'http://webattraction.ca']"
https://glitterqueencreative.ca?add-to-cart=1948,200,0.759,Glitter Queen Creative: Handmade Jewelry & Custom Designs,57,"Explore Glitter Queen Creative's collection of handmade jewelry & accessories from Vancouver. Discover custom glasses chains, pendants, rhinestone pieces & more",160,1,2,4,"['http://c07.83a.myftpupload.com/product-category/glasses-chains/', 'http://c07.83a.myftpupload.com/product-category/sunglasses/', 'https://www.etsy.com/shop/GlitterQueenCreative?ref=shop_sugg_market', 'http://webattraction.ca']"
https://glitterqueencreative.ca/product/bling-bling-pastel-pink/,200,0.112,Bling Bling Pastel Pink | Glitter Queen Creative,48,"Bling Bling Pastel Pink - Add a touch of style with these bling bling pastel pink, perfect for festival and daily wear.",119,1,2,2,"['https://www.etsy.com/shop/GlitterQueenCreative?ref=shop_sugg_market', 'http://webattraction.ca']"
https://glitterqueencreative.ca?add-to-cart=1946,200,0.084,Glitter Queen Creative: Handmade Jewelry & Custom Designs,57,"Explore Glitter Queen Creative's collection of handmade jewelry & accessories from Vancouver. Discover custom glasses chains, pendants, rhinestone pieces & more",160,1,2,2,"['https://www.etsy.com/shop/GlitterQueenCreative?ref=shop_sugg_market', 'http://webattraction.ca']"
https://glitterqueencreative.ca/product/black-onyx-and-pyrite-gold-plated-glasses-chain/,200,0.051,Black Onyx and Pyrite Gold Plated Glasses Chain | Glitter Queen Creative,72,"Black Onyx and Pyrite Gold Plated Glasses Chain - Add a touch of style with these black onyx and pyrite gold plated glasses chain, perfect for festival and daily wear.",167,1,2,2,"['https://www.etsy.com/shop/GlitterQueenCreative?ref=shop_sugg_market', 'http://webattraction.ca']"
https://glitterqueencreative.ca/,200,0.072,Glitter Queen Creative: Handmade Jewelry & Custom Designs,57,"Explore Glitter Queen Creative's collection of handmade jewelry & accessories from Vancouver. Discover custom glasses chains, pendants, rhinestone pieces & more",160,1,2,2,"['https://www.etsy.com/shop/GlitterQueenCreative?ref=shop_sugg_market', 'http://webattraction.ca']"
https://glitterqueencreative.ca/product-category/glasses-chains/,200,0.1,Glasses Chains | Glitter Queen Creative,39,"Elevate your eyewear game with our collection of stylish glasses chains. From delicate beadwork to bold gemstone embellishments, each chain is designed to add personality and flair to your eyewear. Crafted with care, our glasses chains combine functionality with fashion, making them a must-have accessory for festivals, work, or everyday wear.",344,0,2,2,"['https://www.etsy.com/shop/GlitterQueenCreative?ref=shop_sugg_market', 'http://webattraction.ca']"
https://glitterqueencreative.ca/product-category/sunglasses/,200,0.055,Sunglasses | Glitter Queen Creative,35,"Make a statement with our stunning collection of boho-inspired sunglasses. Each pair is thoughtfully adorned with rhinestones, unique frames, or handcrafted details to reflect your individual style. Whether you're dressing up for a sunny day out or adding a touch of sparkle to your ensemble, our sunglasses are the perfect blend of form and function.",351,0,3,2,"['https://www.etsy.com/shop/GlitterQueenCreative?ref=shop_sugg_market', 'http://webattraction.ca']"
https://glitterqueencreative.ca/product-category/necklaces/,200,0.046,Necklaces | Glitter Queen Creative,34,"Adorn yourself with elegance and charm from our collection of handcrafted necklaces. Each piece tells a story, featuring gemstones, pendants, and intricate designs that capture the essence of timeless beauty. Perfect for any occasion, our necklaces range from delicate chains to bold statement pieces, each crafted with meticulous attention to detail.",351,0,2,2,"['https://www.etsy.com/shop/GlitterQueenCreative?ref=shop_sugg_market', 'http://webattraction.ca']"
https://glitterqueencreative.ca/product-category/headwear/,200,0.072,Headwear | Glitter Queen Creative,33,"Add a touch of bohemian chic to your style with our collection of headwear. From festival-ready headbands adorned with rhinestones to everyday hair clips and accessories, our headwear is designed to make you stand out. Crafted to blend fashion and functionality, these pieces are perfect for expressing your unique personality",326,0,4,2,"['https://www.etsy.com/shop/GlitterQueenCreative?ref=shop_sugg_market', 'http://webattraction.ca']"
https://glitterqueencreative.ca/product-category/earrings/,200,0.05,Earrings | Glitter Queen Creative,33,"Frame your face with stunning handcrafted earrings that showcase your style and spirit. Our collection includes everything from minimalist studs to bold statement earrings with feather or gemstone details. Designed to complement any outfit, each pair is crafted with care, offering a touch of sophistication, whimsy, or dazzling charm.",335,0,2,2,"['https://www.etsy.com/shop/GlitterQueenCreative?ref=shop_sugg_market', 'http://webattraction.ca']"
https://glitterqueencreative.ca/product-category/bracelets/,200,0.18,Glitter Queen Creative: Handmade Jewelry & Custom Designs,57,"Explore Glitter Queen Creative's collection of handmade jewelry & accessories from Vancouver. Discover custom glasses chains, pendants, rhinestone pieces & more",160,1,2,2,"['https://www.etsy.com/shop/GlitterQueenCreative?ref=shop_sugg_market', 'http://webattraction.ca']"
https://glitterqueencreative.ca/checkout/,200,3.732,Cart | Glitter Queen Creative,29,Cart. Review the handmade jewelry and accessories in you've selected,68,1,2,2,"['https://www.etsy.com/shop/GlitterQueenCreative?ref=shop_sugg_market', 'http://webattraction.ca']"
https://glitterqueencreative.ca/store-policies/,200,0.053,Store Policies | Glitter Queen Creative,39,"View Glitter Queen Creatives Store Policies including: returns, terms and conditions, privacy policy and shipping information",125,1,2,2,"['https://www.etsy.com/shop/GlitterQueenCreative?ref=shop_sugg_market', 'http://webattraction.ca']"
https://glitterqueencreative.ca/crafting-chaaccessible-workspace/,200,0.047,Accessible Workspaces: Balancing Organization with Creativity | Glitter Queen Creative,86,"When it comes to accessible workspaces and storage, think about easy-access containers and open shelving to keep everything you need close by. Small bins for",157,1,2,2,"['https://www.etsy.com/shop/GlitterQueenCreative?ref=shop_sugg_market', 'http://webattraction.ca']"
https://glitterqueencreative.ca/rhinestones-in-crafting/,200,0.054,The Sparkling Versatility of Rhinestones in Crafting | Glitter Queen Creative,77,"In the world of DIY crafting, rhinestones stand out as a favorite for creators everywhere. Whether youâ€™re embellishing a pair of Festival Accessories or",152,1,2,2,"['https://www.etsy.com/shop/GlitterQueenCreative?ref=shop_sugg_market', 'http://webattraction.ca']"
https://glitterqueencreative.ca/cdn-cgi/l/email-protection,200,0.054,Email Protection | Cloudflare,29,,0,1,0,2,"['https://support.cloudflare.com/hc/en-us/articles/200170016-What-is-Email-Address-Obfuscation-', 'https://support.cloudflare.com/hc/en-us/categories/200275218-Getting-Started']"
https://glitterqueencreative.ca/wp-content/uploads/2024/11/Gold-Paint.png,200,0.096,,0,,0,0,0,0,[]
https://glitterqueencreative.ca/wp-content/uploads/2024/11/Purple-Gemstones.png,200,0.1,,0,,0,0,0,0,[]
https://glitterqueencreative.ca/wp-content/uploads/2024/11/Chrysocolla_Glasses_Chain_image1.jpg,200,0.153,,0,,0,0,0,0,[]
https://glitterqueencreative.ca/wp-content/uploads/2024/11/White_Wonder_image1-scaled.jpg,200,0.368,,0,,0,0,0,0,[]
https://glitterqueencreative.ca/wp-content/uploads/2024/11/Gold-Jewelry-Pieces.png,200,0.153,,0,,0,0,0,0,[]
https://glitterqueencreative.ca/wp-content/uploads/2024/11/Floral_Headband_image1-scaled.jpg,200,0.296,,0,,0,0,0,0,[]
https://glitterqueencreative.ca/wp-content/uploads/2024/11/Blue_Druzy_Pendant_Necklace_image2.jpg,200,0.113,,0,,0,0,0,0,[]
https://glitterqueencreative.ca/wp-content/uploads/2024/11/Cookie_Cookie_image1.jpg,200,0.497,,0,,0,0,0,0,[]
https://glitterqueencreative.ca/wp-content/uploads/2024/11/Chalcedony_and_Jade_Glasses_Chain_image3.jpg,200,0.208,,0,,0,0,0,0,[]
https://glitterqueencreative.ca/wp-content/uploads/2024/11/Store-Policies-Shipping.webp,200,0.282,,0,,0,0,0,0,[]
https://glitterqueencreative.ca/wp-content/uploads/2024/11/Pink-Flowers.png,200,0.118,,0,,0,0,0,0,[]
https://glitterqueencreative.ca/wp-content/uploads/2024/11/Sapphire-Blue-Stones.png,200,0.088,,0,,0,0,0,0,[]
https://glitterqueencreative.ca/wp-content/uploads/2024/11/Chalcedony_and_Jade_Glasses_Chain_image1.jpg,200,0.146,,0,,0,0,0,0,[]
https://glitterqueencreative.ca/wp-content/uploads/2024/11/Bling_Bling_Pastel_Pink_image1-scaled.jpg,200,0.224,,0,,0,0,0,0,[]
https://glitterqueencreative.ca/wp-content/uploads/2024/11/Pink-Crafting-Supplies.png,200,0.076,,0,,0,0,0,0,[]
https://glitterqueencreative.ca/wp-content/uploads/2024/11/Botswana_Agate_Pendant_Necklace_image2.jpg,200,0.094,,0,,0,0,0,0,[]
https://glitterqueencreative.ca/wp-content/uploads/2024/11/Sparkly-Rhinestones.png,200,0.111,,0,,0,0,0,0,[]
https://glitterqueencreative.ca/wp-content/uploads/2024/11/Cart.webp,200,0.156,,0,,0,0,0,0,[]
https://glitterqueencreative.ca/wp-content/uploads/2024/11/Gold-Paper-e1731406476700.png,200,0.097,Glitter Queen Creative: Handmade Jewelry & Custom Designs,57,"Explore Glitter Queen Creative's collection of handmade jewelry & accessories from Vancouver. Discover custom glasses chains, pendants, rhinestone pieces & more",160,1,2,2,"['https://www.etsy.com/shop/GlitterQueenCreative?ref=shop_sugg_market', 'http://webattraction.ca']"
https://glitterqueencreative.ca/wp-content/uploads/2024/11/Pink-Paper.png,200,0.076,,0,,0,0,0,0,[]
https://glitterqueencreative.ca/wp-content/uploads/2024/11/Ruby_Zousite_Necklace_image1-scaled.jpg,200,0.13,,0,,0,0,0,0,[]
https://glitterqueencreative.ca/product/ombre-heart-shaped-sunglasses/,200,0.085,Ombre Heart Shaped Sunglasses | Glitter Queen Creative,54,,0,1,1,2,"['https://www.etsy.com/shop/GlitterQueenCreative?ref=shop_sugg_market', 'http://webattraction.ca']"
https://glitterqueencreative.ca/product/unicorn-horn-clip-four-and-a-half-inch/,200,0.052,Unicorn Horn Clip - Four and a Half Inch | Glitter Queen Creative,65,"Unicorn horn clips available at Glitter Queen Creative. Multiple sizes, perfect for costumes and festivals to add unique flair to your style. Shop today.",153,1,2,2,"['https://www.etsy.com/shop/GlitterQueenCreative?ref=shop_sugg_market', 'http://webattraction.ca']"
https://glitterqueencreative.ca/product/unicorn-horn-clip-five-and-a-half-inch/,200,0.089,Unicorn Horn Clip - Five and a half inch | Glitter Queen Creative,65,"Unicorn horn clips available at Glitter Queen Creative. Multiple sizes, perfect for costumes and festivals to add unique flair to your style. Shop today.",153,1,2,2,"['https://www.etsy.com/shop/GlitterQueenCreative?ref=shop_sugg_market', 'http://webattraction.ca']"
https://glitterqueencreative.ca/shop/?add-to-cart=2368,200,0.936,Shop Handmade Jewelry & Accessories | Glitter Queen Creative,60,"Shop our collection of bohemian-inspired handmade jewelry, including glasses chains, necklaces, earrings, headwear & sunglasses.",128,0,5,2,"['https://www.etsy.com/shop/GlitterQueenCreative?ref=shop_sugg_market', 'http://webattraction.ca']"
https://glitterqueencreative.ca/shop/?add-to-cart=2058,200,0.122,Shop Handmade Jewelry & Accessories | Glitter Queen Creative,60,"Shop our collection of bohemian-inspired handmade jewelry, including glasses chains, necklaces, earrings, headwear & sunglasses.",128,0,5,2,"['https://www.etsy.com/shop/GlitterQueenCreative?ref=shop_sugg_market', 'http://webattraction.ca']"
https://glitterqueencreative.ca/product/rainbow-headband/,200,0.064,Rainbow headband | Glitter Queen Creative,41,"Rainbow headband - Add a touch of style with these rainbow headband, perfect for festival and daily wear.",105,1,2,2,"['https://www.etsy.com/shop/GlitterQueenCreative?ref=shop_sugg_market', 'http://webattraction.ca']"
https://glitterqueencreative.ca/shop/?add-to-cart=2046,200,0.075,Shop Handmade Jewelry & Accessories | Glitter Queen Creative,60,"Shop our collection of bohemian-inspired handmade jewelry, including glasses chains, necklaces, earrings, headwear & sunglasses.",128,0,5,2,"['https://www.etsy.com/shop/GlitterQueenCreative?ref=shop_sugg_market', 'http://webattraction.ca']"
